uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies
O95674,180,CDS2_HUMAN,Phosphatidate cytidylyltransferase 2,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,"19698,57225"
O95677,186,EYA4_HUMAN,Eyes absent homolog 4,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000250;ECO:0000250,"4805,38771,38772"
O95678,157,K2C75_HUMAN,"Keratin, type II cytoskeletal 75",Experimental evidence at protein level,,,"19367,76201"
O95684,168,CEP43_HUMAN,Centrosomal protein 43,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,cilium basal body",ECO:0000269;ECO:0000269;ECO:0000269,"39164,71876,73810"
O95685,160,PPR3D_HUMAN,Protein phosphatase 1 regulatory subunit 3D,Experimental evidence at protein level,,,"41146,76904"
O95696,186,BRD1_HUMAN,Bromodomain-containing protein 1,Experimental evidence at protein level,Nucleus;Chromosome,ECO:0000269;ECO:0000269,"807,1063"
O95704,173,APBB3_HUMAN,Amyloid-beta A4 precursor protein-binding family B member 3,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"5571,76196"
O95707,181,RPP29_HUMAN,Ribonuclease P protein subunit p29,Experimental evidence at protein level,"Nucleus,nucleolus",ECO:0000269,"42748,64577"
O95711,150,LY86_HUMAN,Lymphocyte antigen 86,Experimental evidence at protein level,"Secreted,extracellular space",,"18940,25000,44895,62173"
O95714,191,HERC2_HUMAN,E3 ubiquitin-protein ligase HERC2,Experimental evidence at protein level,"Cytoplasm;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Nucleus",,"17188,40517,44103,47111,48389,74166"
O95715,175,CXL14_HUMAN,C-X-C motif chemokine 14,Experimental evidence at protein level,Secreted,,29996
O95716,196,RAB3D_HUMAN,Ras-related protein Rab-3D,Experimental evidence at protein level,Cell membrane,ECO:0000305,"20343,51912,63283,73902"
O95718,212,ERR2_HUMAN,Steroid hormone receptor ERR2,Experimental evidence at protein level,Nucleus;Cytoplasm;Chromosome,ECO:0000269;ECO:0000250;ECO:0000250,74772
O95721,197,SNP29_HUMAN,Synaptosomal-associated protein 29,Experimental evidence at protein level,"Cytoplasm;Golgi apparatus membrane;Cytoplasmic vesicle,autophagosome membrane;Cell projection,cilium membrane",ECO:0000269;ECO:0000250;ECO:0000269;ECO:0000269,"31823,56492,73115"
O95727,159,CRTAM_HUMAN,Cytotoxic and regulatory T-cell molecule,Experimental evidence at protein level,Cell membrane,ECO:0000250,"50071,54595,59915"
O95741,184,CPNE6_HUMAN,Copine-6,Experimental evidence at protein level,"Cytoplasm;Cell membrane;Endosome;Cytoplasmic vesicle,clathrin-coated vesicle;Perikaryon;Cell projection,dendrite",ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250,"31636,76665"
O95747,198,OXSR1_HUMAN,Serine/threonine-protein kinase OSR1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"8237,17181"
O95749,201,GGPPS_HUMAN,Geranylgeranyl pyrophosphate synthase,Experimental evidence at protein level,"Cytoplasm;Cytoplasm,perinuclear region;Cytoplasm,myofibril,sarcomere,Z line",ECO:0000269;ECO:0000269;ECO:0000269,"29472,50727,58716"
O95750,194,FGF19_HUMAN,Fibroblast growth factor 19,Experimental evidence at protein level,Secreted,,"36082,75965"
O95751,158,LDOC1_HUMAN,Protein LDOC1,Experimental evidence at protein level,Nucleus,ECO:0000269,"29156,51768,61842"
O95754,194,SEM4F_HUMAN,Semaphorin-4F,Experimental evidence at transcript level,"Cell membrane;Postsynaptic density;Perikaryon;Cell projection,dendrite",ECO:0000305;ECO:0000250;ECO:0000250;ECO:0000250,"59060,64095,65969"
O95755,182,RAB36_HUMAN,Ras-related protein Rab-36,Experimental evidence at protein level,Golgi apparatus membrane,,"59631,65481,71821,74558"
O95757,188,HS74L_HUMAN,Heat shock 70 kDa protein 4L,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000250;ECO:0000250,"34450,39149,61446"
O95758,180,PTBP3_HUMAN,Polypyrimidine tract-binding protein 3,Experimental evidence at protein level,,,"48374,62627,71537,77761"
O95759,154,TBCD8_HUMAN,TBC1 domain family member 8,Experimental evidence at protein level,,,"15211,37495,37496,70956,74921"
O95760,162,IL33_HUMAN,Interleukin-33,Experimental evidence at protein level,"Nucleus;Chromosome;Cytoplasm;Cytoplasmic vesicle,secretory vesicle;Secreted",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"7057,22899,24426,52386"
O95772,170,STR3N_HUMAN,STARD3 N-terminal-like protein,Experimental evidence at protein level,Late endosome membrane,ECO:0000269,"19204,72773"
O95777,189,LSM8_HUMAN,U6 snRNA-associated Sm-like protein LSm8,Experimental evidence at protein level,Nucleus,ECO:0000269,20116
O95780,167,ZN682_HUMAN,Zinc finger protein 682,Experimental evidence at transcript level,Nucleus,ECO:0000305,"55998,76482"
O95782,201,AP2A1_HUMAN,AP-2 complex subunit alpha-1,Experimental evidence at protein level,"Cell membrane;Membrane,coated pit",ECO:0000269;ECO:0000250,"4306,50073,53329,68350,69980"
O95785,166,WIZ_HUMAN,Protein Wiz,Experimental evidence at protein level,Nucleus,ECO:0000250,"22923,23774,24364,61681"
O95786,190,RIGI_HUMAN,Antiviral innate immune response receptor RIG-I,Experimental evidence at protein level,"Cytoplasm;Cell projection,ruffle membrane;Cytoplasm,cytoskeleton;Cell junction,tight junction",,"12643,13923,14236,47193,73217"
O95789,159,ZMYM6_HUMAN,Zinc finger MYM-type protein 6,Experimental evidence at protein level,Nucleus,ECO:0000305,"11004,11551,71865"
O95793,211,STAU1_HUMAN,Double-stranded RNA-binding protein Staufen homolog 1,Experimental evidence at protein level,Cytoplasm;Rough endoplasmic reticulum,ECO:0000269;ECO:0000269,"20839,49892,72004"
O95800,142,GPR75_HUMAN,Probable G-protein coupled receptor 75,Experimental evidence at protein level,Cell membrane,,"56032,60606,76393"
O95801,183,TTC4_HUMAN,Tetratricopeptide repeat protein 4,Experimental evidence at protein level,"Nucleus;Nucleus,nucleoplasm;Cytoplasm",ECO:0000269;ECO:0000269;ECO:0000269,"41608,42459"
O95803,160,NDST3_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3,Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000250,"35195,45871,56189,59523"
O95807,164,TM50A_HUMAN,Transmembrane protein 50A,Experimental evidence at protein level,Membrane,ECO:0000305,"47413,55051,64046,65192,77583"
O95810,159,CAVN2_HUMAN,Caveolae-associated protein 2,Experimental evidence at protein level,"Cytoplasm,cytosol;Membrane,caveola",ECO:0000269;ECO:0000269,"39325,62122"
O95813,150,CER1_HUMAN,Cerberus,Experimental evidence at protein level,Secreted,ECO:0000305,"19917,48833"
O95816,191,BAG2_HUMAN,BAG family molecular chaperone regulator 2,Experimental evidence at protein level,,,"18862,19918"
O95817,213,BAG3_HUMAN,BAG family molecular chaperone regulator 3,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"18493,20586"
O95819,212,M4K4_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 4,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"8476,8537"
O95822,186,DCMC_HUMAN,"Malonyl-CoA decarboxylase, mitochondrial",Experimental evidence at protein level,Cytoplasm;Mitochondrion matrix;Peroxisome;Peroxisome matrix,ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250,31625
O95825,187,QORL1_HUMAN,Quinone oxidoreductase-like protein 1,Experimental evidence at protein level,,,"19120,29399,29400,34129"
O95831,221,AIFM1_HUMAN,"Apoptosis-inducing factor 1, mitochondrial",Experimental evidence at protein level,"Mitochondrion intermembrane space;Mitochondrion inner membrane;Cytoplasm;Nucleus;Cytoplasm,perinuclear region",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"3764,30611"
O95832,187,CLD1_HUMAN,Claudin-1,Experimental evidence at protein level,"Cell junction,tight junction;Cell membrane;Basolateral cell membrane",ECO:0000269;ECO:0000269;ECO:0000269,"48319,61810"
O95833,189,CLIC3_HUMAN,Chloride intracellular channel protein 3,Experimental evidence at protein level,Nucleus;Membrane;Cytoplasm,,"5963,74804"
O95834,188,EMAL2_HUMAN,Echinoderm microtubule-associated protein-like 2,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Cytoplasm,cytoskeleton,spindle",ECO:0000269;ECO:0000269,"11127,11757,12757"
O95835,206,LATS1_HUMAN,Serine/threonine-protein kinase LATS1,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle;Midbody;Cytoplasm,cytoskeleton,microtubule organizing center,spindle pole body",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"15017,15093,31803,31804,31805,57336"
O95837,182,GNA14_HUMAN,Guanine nucleotide-binding protein subunit alpha-14,Experimental evidence at protein level,,,"21835,48525,48886,55978,57737"
O95838,160,GLP2R_HUMAN,Glucagon-like peptide 2 receptor,Experimental evidence at protein level,Cell membrane,,"22690,27929,49244,64671"
O95841,155,ANGL1_HUMAN,Angiopoietin-related protein 1,Experimental evidence at transcript level,Secreted,ECO:0000269,"9649,9976,70696"
O95843,181,GUC1C_HUMAN,Guanylyl cyclase-activating protein 3,Experimental evidence at protein level,,,41597
O95847,168,UCP4_HUMAN,Mitochondrial uncoupling protein 4,Experimental evidence at transcript level,Mitochondrion inner membrane,,"9508,54828,63660,69732"
O95848,165,NUD14_HUMAN,Uridine diphosphate glucose pyrophosphatase NUDT14,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"39669,46755,58759"
O95857,154,TSN13_HUMAN,Tetraspanin-13,Experimental evidence at transcript level,Membrane,ECO:0000305,"7336,7426,73180"
O95858,170,TSN15_HUMAN,Tetraspanin-15,Experimental evidence at protein level,Cell membrane;Late endosome membrane,ECO:0000269;ECO:0000269,"3727,31048,44657,71160"
O95859,162,TSN12_HUMAN,Tetraspanin-12,Experimental evidence at protein level,Cell membrane,ECO:0000250,"51570,58244"
O95861,180,BPNT1_HUMAN,"3'(2'),5'-bisphosphate nucleotidase 1",Experimental evidence at protein level,,,"48461,67513"
O95863,213,SNAI1_HUMAN,Zinc finger protein SNAI1,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"5883,52119,56831,67630,69985,80398"
O95864,171,FADS2_HUMAN,Acyl-CoA 6-desaturase,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000305,"6741,34254,34330,79284"
O95865,181,DDAH2_HUMAN,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",Experimental evidence at protein level,Cytoplasm;Mitochondrion,ECO:0000269;ECO:0000269,"12389,12509,17289,48039"
O95866,159,G6B_HUMAN,Megakaryocyte and platelet inhibitory receptor G6b,Experimental evidence at protein level,Endoplasmic reticulum;Golgi apparatus,ECO:0000269;ECO:0000269,"46714,54404,62000,63080,73017"
O95867,162,LY66C_HUMAN,Lymphocyte antigen 6 complex locus protein G6c,Experimental evidence at protein level,Cell membrane,ECO:0000269,"44151,78633"
O95868,138,LY66D_HUMAN,Lymphocyte antigen 6 complex locus protein G6d,Experimental evidence at protein level,"Cell membrane;Cell projection,filopodium",ECO:0000269;ECO:0000269,"47034,54412"
O95870,185,ABHGA_HUMAN,Phosphatidylserine lipase ABHD16A,Experimental evidence at protein level,Membrane,ECO:0000250,"58606,77142"
O95872,174,GPAN1_HUMAN,G patch domain and ankyrin repeat-containing protein 1,Experimental evidence at protein level,,,6301
O95873,150,CF047_HUMAN,Uncharacterized protein C6orf47,Experimental evidence at protein level,,,"45281,53373"
O95876,143,FRITZ_HUMAN,WD repeat-containing and planar cell polarity effector protein fritz homolog,Experimental evidence at protein level,"Cell membrane;Cytoplasm,cytoskeleton,cilium axoneme;Cytoplasm,cytoskeleton,cilium basal body",ECO:0000250;ECO:0000250;ECO:0000250,"44144,55065"
O95881,186,TXD12_HUMAN,Thioredoxin domain-containing protein 12,Experimental evidence at protein level,Endoplasmic reticulum lumen,ECO:0000255;ECO:0000269,"15086,26986"
O95886,149,DLGP3_HUMAN,Disks large-associated protein 3,Experimental evidence at protein level,Cell membrane;Postsynaptic density;Synapse,ECO:0000250;ECO:0000250;ECO:0000250,"26445,27304,30714,72911"
O95897,166,NOE2_HUMAN,Noelin-2,Experimental evidence at protein level,Secreted;Synapse;Membrane;Nucleus;Cytoplasm,ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000269;ECO:0000269,"49961,56442,57771,77450"
O95900,163,TRUB2_HUMAN,"Pseudouridylate synthase TRUB2, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix,ECO:0000269,"21211,52190"
O95905,171,ECD_HUMAN,Protein ecdysoneless homolog,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"6465,76917"
O95907,164,MOT3_HUMAN,Monocarboxylate transporter 3,Experimental evidence at protein level,Basolateral cell membrane,ECO:0000269,75017
O95922,173,TTLL1_HUMAN,Polyglutamylase complex subunit TTLL1,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Cytoplasm,cytoskeleton,cilium basal body;Cytoplasm,cytoskeleton,cilium axoneme;Cell projection,cilium,flagellum",ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250,"4629,48392"
O95926,169,SYF2_HUMAN,Pre-mRNA-splicing factor SYF2,Experimental evidence at protein level,Nucleus,ECO:0000269,"18265,70710"
O95931,181,CBX7_HUMAN,Chromobox protein homolog 7,Experimental evidence at protein level,Nucleus,ECO:0000269,"11574,48677,56480"
O95935,171,TBX18_HUMAN,T-box transcription factor TBX18,Experimental evidence at protein level,Nucleus,ECO:0000255;ECO:0000269,"6807,29014,55480"
O95936,181,EOMES_HUMAN,Eomesodermin homolog,Experimental evidence at protein level,Nucleus,ECO:0000305,"28896,77118"
O95947,192,TBX6_HUMAN,T-box transcription factor TBX6,Experimental evidence at protein level,Nucleus,ECO:0000255,"47246,59170,62498,67034,73365,77066"
O95948,172,ONEC2_HUMAN,One cut domain family member 2,Experimental evidence at transcript level,Nucleus,,"46297,53120,57058"
O95954,192,FTCD_HUMAN,Formimidoyltransferase-cyclodeaminase,Experimental evidence at protein level,"Cytoplasm,cytosol;Golgi apparatus;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole",ECO:0000250;ECO:0000250;ECO:0000269,"16409,20073,30928,30929,36114"
O95965,182,ITGBL_HUMAN,Integrin beta-like protein 1,Experimental evidence at transcript level,Secreted,ECO:0000305,"4750,5676"
O95967,215,FBLN4_HUMAN,EGF-containing fibulin-like extracellular matrix protein 2,Experimental evidence at protein level,"Secreted,extracellular space,extracellular matrix;Secreted,extracellular space,extracellular matrix,basement membrane",ECO:0000269;ECO:0000250,"23270,74874"
O95968,156,SG1D1_HUMAN,Secretoglobin family 1D member 1,Experimental evidence at protein level,Secreted,ECO:0000305,"56407,65372"
O95969,156,SG1D2_HUMAN,Secretoglobin family 1D member 2,Experimental evidence at transcript level,Secreted,ECO:0000305,35318
O95970,187,LGI1_HUMAN,Leucine-rich glioma-inactivated protein 1,Experimental evidence at protein level,Secreted;Synapse;Cytoplasm,ECO:0000269;ECO:0000250;ECO:0000250,"54482,78106"
O95971,180,BY55_HUMAN,CD160 antigen,Experimental evidence at protein level,Cell membrane,ECO:0000269,"45763,54918,58705"
O95972,176,BMP15_HUMAN,Bone morphogenetic protein 15,Experimental evidence at protein level,Secreted,,"49595,55832"
O95976,148,IGSF6_HUMAN,Immunoglobulin superfamily member 6,Experimental evidence at transcript level,Membrane,ECO:0000305,"41023,41072"
O95977,174,S1PR4_HUMAN,Sphingosine 1-phosphate receptor 4,Experimental evidence at protein level,Cell membrane,,"60601,67232"
O95980,170,RECK_HUMAN,Reversion-inducing cysteine-rich protein with Kazal motifs,Experimental evidence at protein level,Cell membrane,ECO:0000269,"25109,42286,64115,71197,71729"
O95983,183,MBD3_HUMAN,Methyl-CpG-binding domain protein 3,Experimental evidence at protein level,Nucleus;Chromosome,,"13265,63189,71617,73643"
O95985,198,TOP3B_HUMAN,DNA topoisomerase 3-beta-1,Experimental evidence at protein level,,,"780,9198,32133,32134,69678,72114"
O95988,157,TCL1B_HUMAN,T-cell leukemia/lymphoma protein 1B,Experimental evidence at protein level,,,"46395,53163,63881"
O95989,188,NUDT3_HUMAN,Diphosphoinositol polyphosphate phosphohydrolase 1,Experimental evidence at protein level,Cytoplasm,ECO:0000305,"47027,55953"
O95990,159,F107A_HUMAN,Actin-associated protein FAM107A,Experimental evidence at protein level,"Nucleus;Cytoplasm,cytoskeleton,stress fiber;Cell junction,focal adhesion;Cell projection,ruffle membrane;Synapse",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250,"21674,55888,75084"
O95992,153,CH25H_HUMAN,Cholesterol 25-hydroxylase,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000250,76124
O95994,160,AGR2_HUMAN,Anterior gradient protein 2 homolog,Experimental evidence at protein level,Secreted;Endoplasmic reticulum,ECO:0000269;ECO:0000250,"7427,7912"
O95995,160,DRC4_HUMAN,Dynein regulatory complex subunit 4,Experimental evidence at protein level,"Cytoplasm;Cytoplasm,cytoskeleton;Cell projection,cilium,flagellum;Cytoplasm,cytoskeleton,cilium axoneme;Cytoplasm,cytoskeleton,cilium basal body;Golgi apparatus;Cell projection,cilium;Cytoplasm,cytoskeleton,flagellum axoneme",ECO:0000250;ECO:0000269;ECO:0000250;ECO:0000269;ECO:0000250;ECO:0000269;ECO:0000269;ECO:0000250,"41311,48238,76191"
O95996,168,APCL_HUMAN,Adenomatous polyposis coli protein 2,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Golgi apparatus;Cytoplasm;Cytoplasm,perinuclear region",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"43033,50820,78002"
O95997,177,PTTG1_HUMAN,Securin,Experimental evidence at protein level,Cytoplasm;Nucleus,,"8890,45034,70933"
O95998,177,I18BP_HUMAN,Interleukin-18-binding protein,Experimental evidence at protein level,Secreted,ECO:0000269,"25980,41061,60135"
O95999,195,BCL10_HUMAN,B-cell lymphoma/leukemia 10,Experimental evidence at protein level,"Cytoplasm,perinuclear region;Membrane raft",ECO:0000269;ECO:0000269,"17925,18953,19221,48819,80002"
O96000,185,NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269;ECO:0000305,73189
O96001,148,PPR17_HUMAN,Protein phosphatase 1 regulatory subunit 17,Experimental evidence at protein level,,,"47819,56521,73123"
O96004,177,HAND1_HUMAN,Heart- and neural crest derivatives-expressed protein 1,Experimental evidence at protein level,"Nucleus,nucleoplasm;Nucleus,nucleolus",ECO:0000250;ECO:0000250,"40925,75313"
O96005,157,CLPT1_HUMAN,Putative lipid scramblase CLPTM1,Experimental evidence at protein level,Membrane,ECO:0000305,"18203,56809,68702,68767"
O96006,184,ZBED1_HUMAN,E3 SUMO-protein ligase ZBED1,Experimental evidence at protein level,"Nucleus,PML body;Nucleus",ECO:0000269;ECO:0000269,"38248,38249,66112,77355,77591"
O96007,170,MOC2B_HUMAN,Molybdopterin synthase catalytic subunit,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000255;ECO:0000269,"37679,37680"
O96008,182,TOM40_HUMAN,Mitochondrial import receptor subunit TOM40 homolog,Experimental evidence at protein level,Mitochondrion outer membrane,ECO:0000269,"9156,36231,36232,41457"
O96009,170,NAPSA_HUMAN,Napsin-A,Experimental evidence at protein level,Secreted,ECO:0000305,"9591,45280,47236,47744"
O96011,162,PX11B_HUMAN,Peroxisomal membrane protein 11B,Experimental evidence at protein level,Peroxisome membrane,ECO:0000269,"17150,50104,53369"
O96013,224,PAK4_HUMAN,Serine/threonine-protein kinase PAK 4,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"62752,70175,72220,79961"
O96014,174,WNT11_HUMAN,Protein Wnt-11,Experimental evidence at protein level,"Secreted,extracellular space,extracellular matrix",,"11210,11874,50101,63569"
O96015,167,DNAL4_HUMAN,Dynein axonemal light chain 4,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,cilium axoneme",ECO:0000250,3647
O96017,241,CHK2_HUMAN,Serine/threonine-protein kinase Chk2,Experimental evidence at protein level,Nucleus,,"1878,2030,79963,79976"
O96018,176,APBA3_HUMAN,Amyloid-beta A4 precursor protein-binding family A member 3,Experimental evidence at protein level,"Cytoplasm,perinuclear region",ECO:0000269,"45577,62108"
O96019,216,ACL6A_HUMAN,Actin-like protein 6A,Experimental evidence at protein level,Nucleus,ECO:0000269,"12188,18671,51351,63149,74276,74764,76617"
O96020,195,CCNE2_HUMAN,G1/S-specific cyclin-E2,Experimental evidence at protein level,Nucleus,ECO:0000269,"9576,19374"
O96024,162,B3GT4_HUMAN,"Beta-1,3-galactosyltransferase 4",Experimental evidence at protein level,Golgi apparatus membrane,ECO:0000250,"43001,48163,60123"
O96028,198,NSD2_HUMAN,Histone-lysine N-methyltransferase NSD2,Experimental evidence at protein level,Nucleus;Chromosome,ECO:0000269;ECO:0000250,"15315,15801"
O96033,162,MOC2A_HUMAN,Molybdopterin synthase sulfur carrier subunit,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000255;ECO:0000269,"37679,37680"
O97980,105,HMHB1_HUMAN,Minor histocompatibility protein HB-1,Experimental evidence at protein level,,,"60308,79250"
P00156,224,CYB_HUMAN,Cytochrome b,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000250,"32215,55870,68400,74796"
P00167,222,CYB5_HUMAN,Cytochrome b5,Experimental evidence at protein level,Endoplasmic reticulum membrane;Microsome membrane,,"6333,47548,58547"
P00325,221,ADH1B_HUMAN,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,Experimental evidence at protein level,Cytoplasm,,"47814,60902"
P00326,206,ADH1G_HUMAN,Alcohol dehydrogenase 1C,Experimental evidence at protein level,Cytoplasm,,"47814,60902"
P00338,252,LDHA_HUMAN,L-lactate dehydrogenase A chain,Experimental evidence at protein level,Cytoplasm,,"15336,75026"
P00352,217,AL1A1_HUMAN,Aldehyde dehydrogenase 1A1,Experimental evidence at protein level,"Cytoplasm,cytosol;Cell projection,axon",ECO:0000269;ECO:0000250,"386,2123,20690"
P00367,235,DHE3_HUMAN,"Glutamate dehydrogenase 1, mitochondrial",Experimental evidence at protein level,Mitochondrion;Endoplasmic reticulum,ECO:0000269;ECO:0000269,"42492,44839,61369,64134"
P00374,227,DYR_HUMAN,Dihydrofolate reductase,Experimental evidence at protein level,Mitochondrion;Cytoplasm,ECO:0000250;ECO:0000250,"42478,47755,51465,52479,64957,64973"
P00387,261,NB5R3_HUMAN,NADH-cytochrome b5 reductase 3,Experimental evidence at protein level,Endoplasmic reticulum membrane;Mitochondrion outer membrane,ECO:0000269;ECO:0000305,1566
P00390,256,GSHR_HUMAN,"Glutathione reductase, mitochondrial",Experimental evidence at protein level,Mitochondrion,,"1538,8632,64806"
P00395,217,COX1_HUMAN,Cytochrome c oxidase subunit 1,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"16241,60992,69328"
P00403,222,COX2_HUMAN,Cytochrome c oxidase subunit 2,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"16243,51505,54758,79919"
P00414,203,COX3_HUMAN,Cytochrome c oxidase subunit 3,Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"42788,75924"
P00439,252,PH4H_HUMAN,Phenylalanine-4-hydroxylase,Experimental evidence at protein level,,,"28407,31642"
P00441,262,SODC_HUMAN,Superoxide dismutase [Cu-Zn],Experimental evidence at protein level,Cytoplasm;Mitochondrion;Nucleus,ECO:0000269;ECO:0000269;ECO:0000269,"1401,8670"
P00450,234,CERU_HUMAN,Ceruloplasmin,Experimental evidence at protein level,Secreted,,"1834,2737"
P00451,267,FA8_HUMAN,Coagulation factor VIII,Experimental evidence at protein level,"Secreted,extracellular space",,"284,594,1108,1477,18777"
P00480,240,OTC_HUMAN,"Ornithine transcarbamylase, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix,ECO:0000269,"243,570"
P00488,244,F13A_HUMAN,Coagulation factor XIII A chain,Experimental evidence at protein level,Cytoplasm;Secreted,ECO:0000269,"1597,1804,47903"
P00491,226,PNPH_HUMAN,Purine nucleoside phosphorylase,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"1230,1625"
P00492,234,HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase,Experimental evidence at protein level,Cytoplasm,,"6360,12200"
P00505,226,AATM_HUMAN,"Aspartate aminotransferase, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix;Cell membrane,ECO:0000269;ECO:0000269,"18139,58537"
P00519,277,ABL1_HUMAN,Tyrosine-protein kinase ABL1,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Nucleus;Mitochondrion",ECO:0000250,"2686,27251,27280,28409"
P00533,284,EGFR_HUMAN,Epidermal growth factor receptor,Experimental evidence at protein level,Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus membrane;Nucleus membrane;Endosome;Endosome membrane;Nucleus,ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"35,1200,18530,68186,73534,76371,80312,80313,80314,80315,80316,80317,80318,80319"
P00540,198,MOS_HUMAN,Proto-oncogene serine/threonine-protein kinase mos,Experimental evidence at protein level,,,40424
P00558,240,PGK1_HUMAN,Phosphoglycerate kinase 1,Experimental evidence at protein level,Cytoplasm,,"10065,45385,62344,62393,62515,73644,73656"
P00568,221,KAD1_HUMAN,Adenylate kinase isoenzyme 1,Experimental evidence at protein level,Cytoplasm,ECO:0000250,"6241,6456,9893,75972"
P00709,198,LALBA_HUMAN,Alpha-lactalbumin,Experimental evidence at protein level,Secreted,,"29855,29856"
P00734,273,THRB_HUMAN,Prothrombin,Experimental evidence at protein level,"Secreted,extracellular space",,"2970,7359,16780,18650,51476,54698"
P00738,227,HPT_HUMAN,Haptoglobin,Experimental evidence at protein level,Secreted,,"3787,47750,66795"
P00739,190,HPTR_HUMAN,Haptoglobin-related protein,Experimental evidence at transcript level,Secreted,ECO:0000269,47750
P00740,272,FA9_HUMAN,Coagulation factor IX,Experimental evidence at protein level,Secreted,ECO:0000269,254
P00742,272,FA10_HUMAN,Coagulation factor X,Experimental evidence at protein level,Secreted,,"30629,59525,63273,70450,71654"
P00746,220,CFAD_HUMAN,Complement factor D,Experimental evidence at protein level,Secreted,,"16383,52799,69562,79504"
P00747,262,PLMN_HUMAN,Plasminogen,Experimental evidence at protein level,Secreted,ECO:0000269,"668,16678,21602,43178,48823,53770,55966,65379,66242"
P00748,245,FA12_HUMAN,Coagulation factor XII,Experimental evidence at protein level,Secreted,,"3825,7383"
P00749,261,UROK_HUMAN,Urokinase-type plasminogen activator,Experimental evidence at protein level,Secreted,ECO:0000269,"8719,8738,70796"
P00750,266,TPA_HUMAN,Tissue-type plasminogen activator,Experimental evidence at protein level,"Secreted,extracellular space",,"3412,9335,76009"
P00751,256,CFAB_HUMAN,Complement factor B,Experimental evidence at protein level,Secreted,,"951,952,1796,1817,1832,16381"
P00797,239,RENI_HUMAN,Renin,Experimental evidence at protein level,Secreted;Membrane,ECO:0000269;ECO:0000269,"5131,25903"
P00813,240,ADA_HUMAN,Adenosine deaminase,Experimental evidence at protein level,Cell membrane;Cell junction;Cytoplasmic vesicle lumen;Cytoplasm;Lysosome,ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000269,"1399,4307,23884"
