uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies,loc_eco,loc_eco_comment,loc_exp_evidence,UniProt_final_locations,UniProt_Corresponding_GOTerm,CorrespondingGOTerm_HPA,Corresponding_HPA_location
P20160,209,CAP7_HUMAN,Azurocidin,Experimental evidence at protein level,Cytoplasmic granule membrane,ECO:0000269,"55851,75964",Cytoplasmic granule membrane_ECO:0000269,,Cytoplasmic granule membrane,Cytoplasmic granule membrane,GO:0005737,GO:0005737,Cytosol
P20226,242,TBP_HUMAN,TATA-box-binding protein,Experimental evidence at protein level,Nucleus,ECO:0000269,"9442,49805,53996,70500",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P20248,222,CCNA2_HUMAN,Cyclin-A2,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"114,20626,61793",Nucleus_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Cytoplasm,Nucleus;Cytoplasm,GO:0005634;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P20264,195,PO3F3_HUMAN,"POU domain, class 3, transcription factor 3",Experimental evidence at protein level,Nucleus,ECO:0000269,"52792,56039,60289,66354,67151,77373",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P20290,191,BTF3_HUMAN,Transcription factor BTF3,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"13007,56420,58431,74056",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P20336,226,RAB3A_HUMAN,Ras-related protein Rab-3A,Experimental evidence at protein level,"Cytoplasm,cytosol;Lysosome;Cytoplasmic vesicle,secretory vesicle;Cell projection,axon;Cell membrane;Presynapse;Postsynapse",ECO:0000250;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000305;ECO:0000250;ECO:0000250,"3160,9949","Cytoplasm,cytosol_ECO:0000250;Lysosome_ECO:0000269;Cytoplasmic vesicle,secretory vesicle_ECO:0000250;Cell projection,axon_ECO:0000250;Cell membrane_ECO:0000305;Presynapse_ECO:0000250;Postsynapse_ECO:0000250",,Lysosome,Lysosome,GO:0005764,GO:0005764,Lysosomes
P20339,233,RAB5A_HUMAN,Ras-related protein Rab-5A,Experimental evidence at protein level,"Cell membrane;Early endosome membrane;Melanosome;Cytoplasmic vesicle;Cell projection,ruffle;Membrane;Cytoplasm,cytosol;Cytoplasmic vesicle,phagosome membrane;Endosome membrane",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000269,"4567,49354,52830,66317","Cell membrane_ECO:0000269;Early endosome membrane_ECO:0000269;Melanosome_ECO:0000269;Cytoplasmic vesicle_ECO:0000269;Cell projection,ruffle_ECO:0000250;Membrane_ECO:0000269;Cytoplasm,cytosol_ECO:0000269;Cytoplasmic vesicle,phagosome membrane_ECO:0000250;Endosome membrane_ECO:0000269",,"Cell membrane;Early endosome membrane;Melanosome;Cytoplasmic vesicle;Membrane;Cytoplasm,cytosol;Endosome membrane",Cell membrane;Early endosome membrane;Melanosome;Cytoplasmic vesicle;Membrane;cytosol;Endosome membrane,GO:0005886;GO:0031901;GO:0042470;GO:0043231;GO:0016020;GO:0005829;GO:0010008,GO:0005829;GO:0043231;GO:0005768;GO:0097708;GO:0005886,Cytosol;Vesicles;Plasma membrane;Endosomes
P20340,239,RAB6A_HUMAN,Ras-related protein Rab-6A,Experimental evidence at protein level,"Golgi apparatus membrane;Cytoplasmic vesicle,secretory vesicle,acrosome membrane",ECO:0000269;ECO:0000250,"9936,59131","Golgi apparatus membrane_ECO:0000269;Cytoplasmic vesicle,secretory vesicle,acrosome membrane_ECO:0000250",,Golgi apparatus membrane,Golgi apparatus membrane,GO:0000139,GO:0005794,Golgi apparatus
P20591,204,MX1_HUMAN,Interferon-induced GTP-binding protein Mx1,Experimental evidence at protein level,"Cytoplasm;Endoplasmic reticulum membrane;Cytoplasm,perinuclear region",ECO:0000269;ECO:0000269;ECO:0000269,"30917,30918,49724","Cytoplasm_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000269;Cytoplasm,perinuclear region_ECO:0000269",,"Cytoplasm;Endoplasmic reticulum membrane;Cytoplasm,perinuclear region",Cytoplasm;Endoplasmic reticulum membrane;perinuclear region,GO:0005737;GO:0005789;GO:0048471,GO:0005737;GO:0005783,Cytosol;Endoplasmic reticulum
P20592,188,MX2_HUMAN,Interferon-induced GTP-binding protein Mx2,Experimental evidence at protein level,"Cytoplasm;Nucleus;Nucleus,nuclear pore complex",ECO:0000269;ECO:0000269;ECO:0000269,"30235,61847","Cytoplasm_ECO:0000269;Nucleus_ECO:0000269;Nucleus,nuclear pore complex_ECO:0000269",,"Cytoplasm;Nucleus;Nucleus,nuclear pore complex",Cytoplasm;Nucleus;nuclear pore complex,GO:0005737;GO:0005634;GO:0005643,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P20594,227,ANPRB_HUMAN,Atrial natriuretic peptide receptor 2,Experimental evidence at protein level,Cell membrane,ECO:0000269,"11977,76309",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P20618,228,PSB1_HUMAN,Proteasome subunit beta type-1,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"29635,29636,29637,33911",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P20648,218,ATP4A_HUMAN,Potassium-transporting ATPase alpha chain 1,Experimental evidence at protein level,Apical cell membrane,ECO:0000269,"39154,76684",Apical cell membrane_ECO:0000269,,Apical cell membrane,Apical cell membrane,GO:0016324,GO:0005886,Plasma membrane
P20674,196,COX5A_HUMAN,"Cytochrome c oxidase subunit 5A, mitochondrial",Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,27526,Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
P20700,223,LMNB1_HUMAN,Lamin-B1,Experimental evidence at protein level,Nucleus lamina,ECO:0000269,"5269,50524,53579,79757,79953,79954",Nucleus lamina_ECO:0000269,,Nucleus lamina,Nucleus lamina,GO:0005652,GO:0005634,Nucleoplasm
P20701,228,ITAL_HUMAN,Integrin alpha-L,Experimental evidence at protein level,Cell membrane,ECO:0000269,"3737,25011,49118,53298",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P20718,189,GRAH_HUMAN,Granzyme H,Experimental evidence at protein level,Cytolytic granule,ECO:0000269,29200,Cytolytic granule_ECO:0000269,,Cytolytic granule,Cytolytic granule,GO:0044194,GO:0005764,Lysosomes
P20809,193,IL11_HUMAN,Interleukin-11,Experimental evidence at protein level,Secreted,ECO:0000269,"44955,59191,77040",Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005764,Lysosomes
P20827,204,EFNA1_HUMAN,Ephrin-A1,Experimental evidence at protein level,Cell membrane,ECO:0000269,"1132,52036,54795,69549,69579",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P20916,209,MAG_HUMAN,Myelin-associated glycoprotein,Experimental evidence at protein level,Cell membrane;Membrane raft,ECO:0000269;ECO:0000250,"9345,12499",Cell membrane_ECO:0000269;Membrane raft_ECO:0000250,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P20930,190,FILA_HUMAN,Filaggrin,Experimental evidence at protein level,Cytoplasmic granule,ECO:0000269,"2210,27505,30188,30189",Cytoplasmic granule_ECO:0000269,,Cytoplasmic granule,Cytoplasmic granule,GO:0005737,GO:0005737,Cytosol
P20936,245,RASA1_HUMAN,Ras GTPase-activating protein 1,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"7789,36392,36393,64556",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
P20941,184,PHOS_HUMAN,Phosducin,Experimental evidence at protein level,"Cytoplasm,cytosol;Nucleus;Cell projection,cilium,photoreceptor outer segment;Photoreceptor inner segment",ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250,"28432,62235","Cytoplasm,cytosol_ECO:0000269;Nucleus_ECO:0000269;Cell projection,cilium,photoreceptor outer segment_ECO:0000250;Photoreceptor inner segment_ECO:0000250",,"Cytoplasm,cytosol;Nucleus",cytosol;Nucleus,GO:0005829;GO:0005634,GO:0005634;GO:0005829,Cytosol;Nucleoplasm
P21246,199,PTN_HUMAN,Pleiotrophin,Experimental evidence at protein level,Secreted,ECO:0000269,"17685,54601,67760,73913",Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005634,Nucleoplasm
P21281,217,VATB2_HUMAN,"V-type proton ATPase subunit B, brain isoform",Experimental evidence at protein level,"Apical cell membrane;Melanosome;Cytoplasm;Cytoplasmic vesicle,secretory vesicle,synaptic vesicle membrane;Cytoplasmic vesicle,clathrin-coated vesicle membrane",ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250,8147,"Apical cell membrane_ECO:0000269;Melanosome_ECO:0000269;Cytoplasm_ECO:0000250;Cytoplasmic vesicle,secretory vesicle,synaptic vesicle membrane_ECO:0000250;Cytoplasmic vesicle,clathrin-coated vesicle membrane_ECO:0000250",,Apical cell membrane;Melanosome,Apical cell membrane;Melanosome,GO:0016324;GO:0042470,GO:0097708;GO:0005886,Vesicles;Plasma membrane
P21291,194,CSRP1_HUMAN,Cysteine and glycine-rich protein 1,Experimental evidence at protein level,Nucleus,ECO:0000269,"45617,74023",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P21333,263,FLNA_HUMAN,Filamin-A,Experimental evidence at protein level,"Cytoplasm,cell cortex;Cytoplasm,cytoskeleton;Perikaryon;Cell projection,growth cone",ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250,"356,368,563,1016,1115,2925","Cytoplasm,cell cortex_ECO:0000269;Cytoplasm,cytoskeleton_ECO:0000250;Perikaryon_ECO:0000250;Cell projection,growth cone_ECO:0000250",,"Cytoplasm,cell cortex",cell cortex,GO:0005938,GO:0005737,Cytosol
P21359,247,NF1_HUMAN,Neurofibromin,Experimental evidence at protein level,"Nucleus;Nucleus,nucleolus;Cell membrane",ECO:0000269;ECO:0000269;ECO:0000269,"32107,45502,49790,75627,80363,80364,80365","Nucleus_ECO:0000269;Nucleus,nucleolus_ECO:0000269;Cell membrane_ECO:0000269",,"Nucleus;Nucleus,nucleolus;Cell membrane",Nucleus;nucleolus;Cell membrane,GO:0005634;GO:0005730;GO:0005886,GO:0005730;GO:0005886;GO:0005634,Nucleoli;Plasma membrane;Nucleoplasm
P21399,217,ACOHC_HUMAN,Cytoplasmic aconitate hydratase,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000269,"19371,24157","Cytoplasm,cytosol_ECO:0000269",,"Cytoplasm,cytosol",cytosol,GO:0005829,GO:0005829,Cytosol
P21439,217,MDR3_HUMAN,Phosphatidylcholine translocator ABCB4,Experimental evidence at protein level,"Cell membrane;Apical cell membrane;Membrane raft;Cytoplasm;Cytoplasmic vesicle,clathrin-coated vesicle",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250,"2264,4498,49395,53288","Cell membrane_ECO:0000269;Apical cell membrane_ECO:0000269;Membrane raft_ECO:0000269;Cytoplasm_ECO:0000269;Cytoplasmic vesicle,clathrin-coated vesicle_ECO:0000250",,Cell membrane;Apical cell membrane;Membrane raft;Cytoplasm,Cell membrane;Apical cell membrane;Membrane raft;Cytoplasm,GO:0005886;GO:0016324;GO:0045121;GO:0005737,GO:0005737;GO:0005886,Cytosol;Plasma membrane
P21506,209,ZNF10_HUMAN,Zinc finger protein 10,Experimental evidence at protein level,Nucleus,ECO:0000269,3204,Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P21549,206,AGT1_HUMAN,Alanine--glyoxylate aminotransferase,Experimental evidence at protein level,Peroxisome,ECO:0000269,"35370,35371",Peroxisome_ECO:0000269,,Peroxisome,Peroxisome,GO:0005777,GO:0005777,Peroxisomes
P21554,219,CNR1_HUMAN,Cannabinoid receptor 1,Experimental evidence at protein level,"Cell membrane;Membrane raft;Mitochondrion outer membrane;Cell projection,axon;Presynapse",ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250,"42256,58350,69943,69945","Cell membrane_ECO:0000269;Membrane raft_ECO:0000269;Mitochondrion outer membrane_ECO:0000250;Cell projection,axon_ECO:0000250;Presynapse_ECO:0000250",,Cell membrane;Membrane raft,Cell membrane;Membrane raft,GO:0005886;GO:0045121,GO:0005886,Plasma membrane
P21589,221,5NTD_HUMAN,5'-nucleotidase,Experimental evidence at protein level,Cell membrane,ECO:0000269,"17357,48043,80367",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P21675,234,TAF1_HUMAN,Transcription initiation factor TFIID subunit 1,Experimental evidence at protein level,Nucleus,ECO:0000269,"1075,16283,72345",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P21695,206,GPDA_HUMAN,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",Experimental evidence at protein level,Cytoplasm,ECO:0000269,"44620,58621",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
P21709,227,EPHA1_HUMAN,Ephrin type-A receptor 1,Experimental evidence at protein level,Cell membrane,ECO:0000269,"1253,26144,27373,28103,52121,65173,68715",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P21730,207,C5AR1_HUMAN,C5a anaphylatoxin chemotactic receptor 1,Experimental evidence at protein level,Cell membrane;Cytoplasmic vesicle,ECO:0000269;ECO:0000269,"2720,14520,48012",Cell membrane_ECO:0000269;Cytoplasmic vesicle_ECO:0000269,,Cell membrane;Cytoplasmic vesicle,Cell membrane;Cytoplasmic vesicle,GO:0005886;GO:0043231,GO:0043231;GO:0005886,Vesicles;Plasma membrane
P21754,197,ZP3_HUMAN,Zona pellucida sperm-binding protein 3,Experimental evidence at protein level,Zona pellucida,ECO:0000269,"54061,66401,71198",Zona pellucida_ECO:0000269,,Zona pellucida,Zona pellucida,GO:0035805,GO:0043231,Vesicles
P21796,236,VDAC1_HUMAN,Voltage-dependent anion-selective channel protein 1,Experimental evidence at protein level,Mitochondrion outer membrane;Cell membrane;Membrane raft,ECO:0000269;ECO:0000269;ECO:0000269,"5885,30780",Mitochondrion outer membrane_ECO:0000269;Cell membrane_ECO:0000269;Membrane raft_ECO:0000269,,Mitochondrion outer membrane;Cell membrane;Membrane raft,Mitochondrion outer membrane;Cell membrane;Membrane raft,GO:0005741;GO:0005886;GO:0045121,GO:0005739;GO:0005886,Plasma membrane;Mitochondria
P21817,239,RYR1_HUMAN,Ryanodine receptor 1,Experimental evidence at protein level,Sarcoplasmic reticulum membrane;Sarcoplasmic reticulum,ECO:0000269;ECO:0000250,"56416,68824",Sarcoplasmic reticulum membrane_ECO:0000269;Sarcoplasmic reticulum_ECO:0000250,,Sarcoplasmic reticulum membrane,Sarcoplasmic reticulum membrane,GO:0033017,GO:0005783,Endoplasmic reticulum
P21860,240,ERBB3_HUMAN,Receptor tyrosine-protein kinase erbB-3,Experimental evidence at protein level,Cell membrane,ECO:0000269,"25331,45396,54473,70524,80193,80194,80195,80196,80392,80393,80394",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P21917,204,DRD4_HUMAN,D(4) dopamine receptor,Experimental evidence at protein level,Cell membrane,ECO:0000269,"62682,71171,72671",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P21926,212,CD9_HUMAN,CD9 antigen,Experimental evidence at protein level,"Cell membrane;Membrane;Secreted,extracellular exosome",ECO:0000269;ECO:0000269;ECO:0000250,"2490,5677,71193","Cell membrane_ECO:0000269;Membrane_ECO:0000269;Secreted,extracellular exosome_ECO:0000250",,Cell membrane;Membrane,Cell membrane;Membrane,GO:0005886;GO:0016020,GO:0005886,Plasma membrane
P21964,236,COMT_HUMAN,Catechol O-methyltransferase,Experimental evidence at protein level,Cytoplasm,ECO:0000269,1169,Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
P21980,233,TGM2_HUMAN,Protein-glutamine gamma-glutamyltransferase 2,Experimental evidence at protein level,"Cytoplasm,cytosol;Nucleus;Chromosome;Secreted,extracellular space,extracellular matrix;Cell membrane;Mitochondrion",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000269,"2598,21019,29518","Cytoplasm,cytosol_ECO:0000269;Nucleus_ECO:0000269;Chromosome_ECO:0000269;Secreted,extracellular space,extracellular matrix_ECO:0000269;Cell membrane_ECO:0000250;Mitochondrion_ECO:0000269",,"Cytoplasm,cytosol;Nucleus;Chromosome;Secreted,extracellular space,extracellular matrix;Mitochondrion",cytosol;Nucleus;Chromosome;extracellular matrix;Mitochondrion,GO:0005829;GO:0005634;GO:0005694;GO:0005886;GO:0005739,GO:0005886;GO:0005739;GO:0005634;GO:0005829,Cytosol;Plasma membrane;Nucleoplasm;Mitochondria
P22033,223,MUTA_HUMAN,"Methylmalonyl-CoA mutase, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix;Mitochondrion;Cytoplasm,ECO:0000269;ECO:0000269;ECO:0000269,"35971,35972",Mitochondrion matrix_ECO:0000269;Mitochondrion_ECO:0000269;Cytoplasm_ECO:0000269,,Mitochondrion matrix;Mitochondrion;Cytoplasm,Mitochondrion matrix;Mitochondrion;Cytoplasm,GO:0005759;GO:0005739;GO:0005737,GO:0005737;GO:0005739,Cytosol;Mitochondria
P22061,221,PIMT_HUMAN,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000269,"3239,70800","Cytoplasm,cytosol_ECO:0000269",,"Cytoplasm,cytosol",cytosol,GO:0005829,GO:0005829,Cytosol
P22079,200,PERL_HUMAN,Lactoperoxidase,Experimental evidence at protein level,Secreted;Cytoplasm,ECO:0000269;ECO:0000250,28688,Secreted_ECO:0000269;Cytoplasm_ECO:0000250,,Secreted,Secreted,GO:0005576,GO:0005829,Cytosol
P22087,219,FBRL_HUMAN,rRNA 2'-O-methyltransferase fibrillarin,Experimental evidence at protein level,"Nucleus,nucleolus;Nucleus,nucleoplasm",ECO:0000269;ECO:0000250,"1514,45253,49546,64585,68857,77724","Nucleus,nucleolus_ECO:0000269;Nucleus,nucleoplasm_ECO:0000250",,"Nucleus,nucleolus",nucleolus,GO:0005730,GO:0005730,Nucleoli
P22303,228,ACES_HUMAN,Acetylcholinesterase,Experimental evidence at protein level,Synapse;Secreted;Cell membrane,ECO:0000269;ECO:0000250;ECO:0000250,"19704,27098,55842",Synapse_ECO:0000269;Secreted_ECO:0000250;Cell membrane_ECO:0000250,,Synapse,Synapse,GO:0045202,GO:0030054,Cell Junctions
P22304,218,IDS_HUMAN,Iduronate 2-sulfatase,Experimental evidence at protein level,Lysosome,ECO:0000269,"1558,42760,50023,67365,78003",Lysosome_ECO:0000269,,Lysosome,Lysosome,GO:0005764,GO:0005764,Lysosomes
P22307,233,SCP2_HUMAN,Sterol carrier protein 2,Experimental evidence at protein level,Peroxisome;Cytoplasm;Mitochondrion;Endoplasmic reticulum;Mitochondrion,ECO:0000250;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250,"27101,27102,27135,27317",Peroxisome_ECO:0000250;Cytoplasm_ECO:0000269;Mitochondrion_ECO:0000269;Endoplasmic reticulum_ECO:0000250;Mitochondrion_ECO:0000250,,Cytoplasm;Mitochondrion,Cytoplasm;Mitochondrion,GO:0005737;GO:0005739,GO:0005737;GO:0005739,Cytosol;Mitochondria
P22309,224,UD11_HUMAN,UDP-glucuronosyltransferase 1A1,Experimental evidence at protein level,"Endoplasmic reticulum membrane;Cytoplasm,perinuclear region",ECO:0000269;ECO:0000269,"59009,65664,65966,78281","Endoplasmic reticulum membrane_ECO:0000269;Cytoplasm,perinuclear region_ECO:0000269",,"Endoplasmic reticulum membrane;Cytoplasm,perinuclear region",Endoplasmic reticulum membrane;perinuclear region,GO:0005789;GO:0048471,GO:0005737;GO:0005783,Cytosol;Endoplasmic reticulum
P22314,237,UBA1_HUMAN,Ubiquitin-like modifier-activating enzyme 1,Experimental evidence at protein level,Cytoplasm;Mitochondrion;Nucleus,ECO:0000269;ECO:0000269;ECO:0000269,"289,1506,19435,73410,73411",Cytoplasm_ECO:0000269;Mitochondrion_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Mitochondrion;Nucleus,Cytoplasm;Mitochondrion;Nucleus,GO:0005737;GO:0005739;GO:0005634,GO:0005737;GO:0005739;GO:0005634,Cytosol;Nucleoplasm;Mitochondria
P22392,245,NDKB_HUMAN,Nucleoside diphosphate kinase B,Experimental evidence at protein level,"Cytoplasm;Cell projection,lamellipodium;Cell projection,ruffle",ECO:0000269;ECO:0000269;ECO:0000269,"36213,36214,36215,41113,80057,80059,80072","Cytoplasm_ECO:0000269;Cell projection,lamellipodium_ECO:0000269;Cell projection,ruffle_ECO:0000269",,"Cytoplasm;Cell projection,lamellipodium;Cell projection,ruffle",Cytoplasm;lamellipodium;ruffle,GO:0005737;GO:0030027;GO:0001726,GO:0005737,Cytosol
P22413,226,ENPP1_HUMAN,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,Experimental evidence at protein level,Cell membrane;Basolateral cell membrane,ECO:0000269;ECO:0000269,"32904,58054,62066",Cell membrane_ECO:0000269;Basolateral cell membrane_ECO:0000269,,Cell membrane;Basolateral cell membrane,Cell membrane;Basolateral cell membrane,GO:0005886;GO:0016323,GO:0005886,Plasma membrane
P22459,197,KCNA4_HUMAN,Potassium voltage-gated channel subfamily A member 4,Experimental evidence at protein level,"Cell membrane;Cell projection,axon",ECO:0000269;ECO:0000250,16422,"Cell membrane_ECO:0000269;Cell projection,axon_ECO:0000250",,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P22460,208,KCNA5_HUMAN,Potassium voltage-gated channel subfamily A member 5,Experimental evidence at protein level,Cell membrane,ECO:0000269,21516,Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P22466,191,GALA_HUMAN,Galanin peptides,Experimental evidence at protein level,Secreted,ECO:0000269,"462,12005,26892,49864",Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005886,Plasma membrane
P22557,218,HEM0_HUMAN,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"1607,1638,72777",Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
P22626,232,ROA2_HUMAN,Heterogeneous nuclear ribonucleoproteins A2/B1,Experimental evidence at protein level,"Nucleus;Nucleus,nucleoplasm;Cytoplasm;Cytoplasmic granule;Secreted,extracellular exosome",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"1666,5812,12403,65537,70393","Nucleus_ECO:0000269;Nucleus,nucleoplasm_ECO:0000269;Cytoplasm_ECO:0000269;Cytoplasmic granule_ECO:0000269;Secreted,extracellular exosome_ECO:0000269",,"Nucleus;Nucleus,nucleoplasm;Cytoplasm;Cytoplasmic granule;Secreted,extracellular exosome",Nucleus;nucleoplasm;Cytoplasm;Cytoplasmic granule;extracellular exosome,GO:0005634;GO:0005654;GO:0005737;GO:0005737;GO:0043231,GO:0005737;GO:0043231;GO:0005654;GO:0005634,Cytosol;Vesicles;Nucleoplasm
P22674,184,CCNO_HUMAN,Cyclin-O,Experimental evidence at protein level,"Cytoplasm;Nucleus,nucleolus",ECO:0000269;ECO:0000269,"39607,40108,50090,76641","Cytoplasm_ECO:0000269;Nucleus,nucleolus_ECO:0000269",,"Cytoplasm;Nucleus,nucleolus",Cytoplasm;nucleolus,GO:0005737;GO:0005730,GO:0005730;GO:0005737,Cytosol;Nucleoli
P22694,224,KAPCB_HUMAN,cAMP-dependent protein kinase catalytic subunit beta,Experimental evidence at protein level,Cytoplasm;Cell membrane;Membrane;Nucleus,ECO:0000269;ECO:0000269;ECO:0000305;ECO:0000250,"10363,29754,51503,65013,71185",Cytoplasm_ECO:0000269;Cell membrane_ECO:0000269;Membrane_ECO:0000305;Nucleus_ECO:0000250,,Cytoplasm;Cell membrane,Cytoplasm;Cell membrane,GO:0005737;GO:0005886,GO:0005737;GO:0005886,Cytosol;Plasma membrane
P22732,211,GTR5_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 5",Experimental evidence at protein level,"Apical cell membrane;Cell membrane;Cell membrane,sarcolemma",ECO:0000250;ECO:0000269;ECO:0000250,"5449,26176,75145","Apical cell membrane_ECO:0000250;Cell membrane_ECO:0000269;Cell membrane,sarcolemma_ECO:0000250",,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P22735,220,TGM1_HUMAN,Protein-glutamine gamma-glutamyltransferase K,Experimental evidence at protein level,Membrane,ECO:0000269,"15159,40171,58875,70372",Membrane_ECO:0000269,,Membrane,Membrane,GO:0016020,GO:0005886,Plasma membrane
P22736,229,NR4A1_HUMAN,Nuclear receptor subfamily 4 group A member 1,Experimental evidence at protein level,Nucleus;Cytoplasm;Mitochondrion,ECO:0000269;ECO:0000269;ECO:0000269,"27311,51230,59742,66040,70142,78495",Nucleus_ECO:0000269;Cytoplasm_ECO:0000269;Mitochondrion_ECO:0000269,,Nucleus;Cytoplasm;Mitochondrion,Nucleus;Cytoplasm;Mitochondrion,GO:0005634;GO:0005737;GO:0005739,GO:0005737;GO:0005739;GO:0005634,Cytosol;Nucleoplasm;Mitochondria
P22748,217,CAH4_HUMAN,Carbonic anhydrase 4,Experimental evidence at protein level,Cell membrane,ECO:0000269,"11089,17258",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P22888,227,LSHR_HUMAN,Lutropin-choriogonadotropic hormone receptor,Experimental evidence at protein level,Cell membrane,ECO:0000269,"9814,51201,62956,73668,73898",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P22897,234,MRC1_HUMAN,Macrophage mannose receptor 1,Experimental evidence at protein level,Endosome membrane;Cell membrane,ECO:0000269;ECO:0000269,"4114,45134",Endosome membrane_ECO:0000269;Cell membrane_ECO:0000269,,Endosome membrane;Cell membrane,Endosome membrane;Cell membrane,GO:0010008;GO:0005886,GO:0005886;GO:0005768,Plasma membrane;Endosomes
P23025,224,XPA_HUMAN,DNA repair protein complementing XP-A cells,Experimental evidence at protein level,Nucleus,ECO:0000269,"155,30997,56856,68327,68409",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
